X,state_county,fips,state,ST,start.date,end.date,duration,count.max,sr,r0,r0.Pr,r0.ave3,r0.ave5,r0.est,r0.est.se,r0.est.ave3,r0.est.ave5,r0.u95,r0.u66,r0.l66,r0.l95,r1,r1.Pr,r1.est,r1.est.se,r1.u95,r1.u66,r1.l66,r1.l95,rmax,rmax.est,rmax.u95,rmax.u66,rmax.l66,rmax.l95,rmin,rmin.est,rmin.u95,rmin.u66,rmin.l66,rmin.l95,R0,l95,u95,l66,u66,fips,state_county5,Year.AHDP,County,Less_Than_High_School,At_Least_Bachelor_Degree.AHDP,Median_Earnings.AHDP,Education_Index,Income_Index,White.AHDP,African_American,Native_American,Asian_American,Other_race,Latino_Population,Children_in_Poverty,Adults_65_Poverty.AHDP,Population.Census2019,Below_federal_poverty_threshold.AHDP,Gini_Coefficient.AHDP,Child_Poverty,Professional_occupations,Service_occupations,Sales_office_occupations,Farming_occupations,Construction_occupations,Production_occupations,county5.x,countylast,state.x,county.x,Median_Earnings.y,Gini_Coefficient.MA,Below_federal_poverty_threshold.MA,Violent_Crime.MA,At_Least_Bachelor_Degree.MA,Population.MA,White.MA,Smoker,Obesity.MA,Diabetes,Elderly_Population.MA,lat,lon,area,ST,pTrump,thresh,state_county.w,pop,den,region
491,IN_Lake,18089,Indiana,IN,3/13/20,5/5/20,54,2.63905733,0.02,0.048879547,0.002314112,0.056521903,0.056132818,0.045618593,0.034262456,0.043725358,0.041463237,0.106086279,0.079513786,0.011098468,-0.027314223,-0.004611522,0.002270404,-0.020782659,0.034262456,0.038695569,0.00906495,-0.053272129,-0.079856906,0.021370759,0.048706414,0.103700651,0.077610228,0.018278194,-0.020355753,-0.000675825,-0.024327792,0.029895539,0.005714173,-0.055517391,-0.086206648,1.391904704,0.811135612,2.085333848,1.086092222,1.753925744,18089,"IN_Lake County,",2010,"Lake County, Indiana",13.9,18.9,29673,4.42,4.96,55.3,25.3,0.2,1.2,1.4,16.7,30.2,8.4,485493,16.1,0.43,25.3,28.8,17.5,25.1,0.2,10.6,17.8,"Lake County,","ake County, Indiana",IN,"Lake County, IN",30683,0.4492,17.94991077,431.9070933,20.4,491596,0.54773025,18.43305589,33.9,12.2,14.18685262,41.526226,-87.408155,626.38,16,0.375860441,TRUE,IN_Lake,485493,299.25885,Midwest
59,IN_Marion,18097,Indiana,IN,3/5/20,5/5/20,62,3.401197382,0.02,0.117980399,0.002354528,0.116941219,0.112985572,0.077570304,0.033098802,0.074378213,0.071417678,0.145769282,0.108278687,0.04263394,0.010455278,-0.006878017,0.002310486,-0.010232016,0.033098802,0.046699257,0.019045222,-0.040329625,-0.069641832,0.133091296,0.078817753,0.147950513,0.111290208,0.043936209,0.014539288,0.019591658,-0.014468728,0.046353998,0.015737215,-0.044395862,-0.078859635,1.731384881,1.080947755,2.666515415,1.363066398,2.114671018,18097,IN_Marion Count,2010,"Marion County, Indiana",16,27.3,27380,4.36,4.4,59.5,26.4,0.2,2,2.5,9.3,29.8,9,964582,17.3,0.46,25.7,33.8,17.6,26.9,0.1,8,13.6,Marion Count,"arion County, Indiana",IN,"Marion County, IN",27728,0.4774,21.09117729,1196.714672,28.3,926335,0.580932384,20.87031961,32.4,10.5,11.07979295,39.791299,-86.135905,403.11,16,0.359740819,TRUE,IN_Marion,964582,923.8841025,Midwest
3012,KS_agg,NA,Kansas,KS,3/10/20,5/5/20,57,2.48490665,0.02,0.078770948,0.002017559,0.078445511,0.074354277,0.04010873,0.030922429,0.036887636,0.033680275,0.088932132,0.071662778,0.011498263,-0.044142858,-0.03222904,0.002284457,-0.035191567,0.030922429,0.019847197,-0.004489311,-0.067417029,-0.103715246,0.078770948,0.04010873,0.088932132,0.071662778,0.011498263,-0.044142858,-0.005694947,-0.036048703,0.025728318,-0.003218645,-0.071507048,-0.106173378,1.339034289,0.709854074,1.866381585,1.089299701,1.664238488,NA,NA,NA,NA,10.79694402,29.76886363,28490.0958,5.239626196,4.516231259,78.08829362,5.735124631,0.806426783,2.384121567,2.456430568,10.54844726,19.56119391,7.844987966,2913314,12.44714988,0.426900736,16.08186701,35.21145003,16.30795009,24.54096631,0.924682344,9.316429317,13.67897422,Marshall Cou,"arshall County, Alabama",AL,"Marshall County, AL",NA,0.436818171,13.61175307,NA,31.10825078,2892987,0.770410997,16.41622666,30.78761951,9.844067637,13.97500231,38.4711962,-96.44262194,82282.06,17,0.566571687,FALSE,KS_agg,2913314,13.67048909,Midwest
3007,KY_agg,NA,Kentucky,KY,3/9/20,5/5/20,58,2.63905733,0.02,0.05577449,0.0022267,0.056404809,0.050585322,0.041814069,0.032544032,0.04078848,0.039847082,0.105859707,0.072443107,0.008536837,-0.036763134,-0.006754028,0.002379493,-0.028796961,0.032544032,0.034964889,0.004627318,-0.060910461,-0.104301643,0.025162862,0.04751354,0.114551209,0.074906146,0.012275229,-0.028798862,-0.013601556,-0.043739274,0.017460314,-0.011645615,-0.073020002,-0.114365149,1.355227084,0.752927371,2.082319814,1.065718023,1.672990599,NA,NA,NA,NA,19.93319781,19.08015032,25286.84729,4.015038129,3.75139858,89.47760354,5.057487071,0.194915646,0.908988715,1.533402809,2.807737762,29.26412917,12.76661304,3700916,18.05254658,0.447748894,24.52241744,30.12343715,16.11942445,24.42561441,1.002967725,10.85702002,17.45760169,Mobile Count,"obile County, Alabama",AL,"Mobile County, AL",NA,0.453089491,19.45199806,NA,20.58221699,3641544,0.888832869,21.85873263,33.14904801,12.33411262,14.44793747,37.75182383,-85.15659343,40012.71,18,0.677339379,TRUE,KY_agg,3700916,35.71191788,North
101,KY_Jefferson,21111,Kentucky,KY,3/12/20,5/5/20,55,2.079441542,0.02,0.050912035,0.002219556,0.04840963,0.047797797,0.025918458,0.033176709,0.024360591,0.021540112,0.084215898,0.059818283,-0.009213398,-0.035456436,0.021304824,0.002359688,0.001982284,0.033176709,0.063976858,0.028761597,-0.025060242,-0.066754689,0.040570371,0.040835771,0.099993157,0.072671267,0.009646601,-0.026573912,-0.005177332,-0.026017669,0.03853761,0.005407903,-0.059237159,-0.086790016,1.210097221,0.760769797,1.809397355,0.932737101,1.535691514,21111,KY_Jefferson Co,2010,"Jefferson County, Kentucky",13.1,28.5,28434,4.98,4.66,70.5,20.6,0.2,2.2,2.1,4.4,27.2,9.1,766757,15.5,0.47,23.3,35.1,16.5,26.5,0.1,7.2,14.6,Jefferson Co,"efferson County, Kentucky",KY,"Jefferson County, KY",30363,0.4847,16.43154704,562.4620667,31.5,755809,0.695188864,22.25986027,31.6,11.9,14.13677265,38.201775,-85.691832,398.6,18,0.407160598,TRUE,KY_Jefferson,766757,742.7152955,North
3018,LA_agg,NA,Louisiana,LA,3/1/20,5/3/20,64,4.927253685,0.020597008,0.189040404,0.002132087,0.185182682,0.173750535,0.138390328,0.027652508,0.132678309,0.12789964,0.194389054,0.164480516,0.113257927,0.069151427,0.006450236,0.002080557,-0.012034828,0.027652508,0.050132927,0.019191296,-0.039619141,-0.071499156,0.189040404,0.138390328,0.194389054,0.164480516,0.113257927,0.069151427,0.005545885,-0.02736809,0.034757785,0.003864234,-0.057664398,-0.086373681,2.55017915,1.636311526,3.535073603,2.182466844,2.979349735,NA,NA,NA,NA,21.14993541,16.93011524,26243.13584,3.670529106,4.036829136,66.28535606,27.43725366,0.797076834,0.895557136,1.451776452,3.127732895,30.98170486,13.62864361,2885475,18.50364493,0.457980283,26.40596065,27.91258468,17.82528151,24.9895727,0.900505289,13.84532389,14.51943807,District of ,"istrict of Columbia, District of Columbia",DC,"Washington, DC",28710.71983,0.468430867,19.92743886,NA,18.04185824,2871031,0.655640779,20.07403299,35.58885898,12.35170926,13.22274124,30.83783882,-91.88754602,48319.06,19,0.664369306,TRUE,LA_agg,2885475,23.05689128,South
179,LA_Caddo,22017,Louisiana,LA,3/8/20,5/5/20,59,2.833213344,0.02,0.022003033,0.002483516,0.02165265,0.019952004,0.005177262,0.03466606,0.004729503,0.004405453,0.066537181,0.039646613,-0.027681068,-0.066822132,-0.018308803,0.002605825,-0.012128927,0.03466606,0.051976553,0.016719656,-0.043506015,-0.089538462,NA,0.014011249,0.076595203,0.044415194,-0.022643272,-0.050134695,NA,-0.014375487,0.056872819,0.018641542,-0.04808138,-0.077868756,1.039458251,0.589827216,1.607627099,0.808810087,1.334672527,22017,LA_Caddo Parish,2010,"Caddo Parish, Louisiana",15.7,22,24384,4.3,3.59,47.8,46.9,0.4,1,1.4,2.4,34.9,13,240204,20.4,0.5,31.8,30.5,21.5,26.2,0.4,9,12.4,Caddo Parish,"addo Parish, Louisiana",LA,"Caddo Parish, LA",28260,0.5039,21.52516649,600.4267714,23.8,254742,0.466063704,20.70938896,34.3,12,14.3886756,32.472074,-93.800831,937.01,19,0.463177196,TRUE,LA_Caddo,240204,98.97782865,South
497,LA_East Baton Rouge,22033,Louisiana,LA,3/9/20,5/5/20,58,2.772588722,0.02,0.09016689,0.002204156,0.083297563,0.083151014,0.054298155,0.031316591,0.052472307,0.051311402,0.104938188,0.084230439,0.022621484,-0.02927995,-0.046138944,0.002146579,-0.03244842,0.031316591,0.031779403,-0.00586474,-0.061239212,-0.09151688,0.083540282,0.056307517,0.110912395,0.085245521,0.025948058,-0.015967703,-0.056950677,-0.034655699,0.044067327,-0.00241846,-0.066807979,-0.106653696,1.478483539,0.79873696,2.070095303,1.181589177,1.809570965,22033,LA_East Baton R,2010,"East Baton Rouge Parish, Louisiana",12.7,32.9,25936,5.39,4.02,47,45.1,0.2,2.8,1.2,3.7,28.8,9.4,440059,18.4,0.49,25.9,36.4,17.8,26.8,0.1,8.4,10.4,East Baton R,"ast Baton Rouge Parish, Louisiana",LA,"East Baton Rouge Parish, LA",28944,0.4908,19.59884596,606.7556266,34.1,444690,0.458847737,15.66049888,32.9,11.6,11.98520318,30.462492,-91.100943,470.59,19,0.430859429,TRUE,LA_East Baton Rouge,440059,361.0523084,South
123,LA_Jefferson,22051,Louisiana,LA,3/4/20,5/5/20,63,3.610917913,0.025631359,0.152708682,0.003002089,0.146975084,0.134116207,0.079136204,0.039948032,0.073030392,0.067779822,0.152406467,0.119480649,0.039931058,-0.010618994,-0.086533273,0.003821865,-0.0571391,0.039948032,0.022217383,-0.018938475,-0.09286698,-0.142193753,0.152708682,0.079136204,0.152406467,0.119480649,0.039931058,-0.010618994,-0.062132642,-0.077110013,0.013853227,-0.038585963,-0.121868037,-0.165073627,1.749528873,0.922801223,2.77451996,1.337355982,2.269502003,22051,LA_Jefferson Pa,2010,"Jefferson Parish, Louisiana",17.6,23.2,29041,4.37,4.81,56,25.9,0.4,3.8,1.5,12.4,25,8.9,432493,14.2,0.46,22.5,31.5,17.4,26.9,0.3,13.3,10.7,Jefferson Pa,"efferson Parish, Louisiana",LA,"Jefferson Parish, LA",30899,0.4725,16.75676177,445.3969266,24.6,435092,0.544156178,18.64130124,35.4,11.6,14.70194809,29.945261,-90.153175,642.42,19,0.552733719,TRUE,LA_Jefferson,432493,259.9333131,South
146,LA_Orleans,22071,Louisiana,LA,2/26/20,5/5/20,70,3.465735903,0.02,0.140090829,0.00219847,0.137017054,0.13349795,0.080587663,0.034529993,0.076229037,0.073006781,0.144647871,0.118423523,0.04737283,0.001995201,-0.094653429,0.002684698,-0.074292337,0.034529993,-0.008346979,-0.03622181,-0.108003894,-0.147673352,0.140090829,0.080587663,0.144647871,0.118423523,0.04737283,0.001995201,-0.08769687,-0.075578541,-0.009126497,-0.042523144,-0.10920592,-0.14554551,1.766477422,1.015062608,2.648583344,1.409075632,2.254533718,22071,LA_Orleans Pari,2010,"Orleans Parish, Louisiana",16.6,31.6,24945,4.96,3.75,30.5,59.6,0.2,2.9,1.6,5.2,41.9,15.3,390144,24.4,0.54,37.9,37.9,21.5,21.6,0.3,8.9,9.9,Orleans Pari,"rleans Parish, Louisiana",LA,"Orleans Parish, LA",28062,0.5686,27.03265321,861.572534,35.3,376738,0.308280556,21.55703915,31.9,11.9,11.76785989,29.972699,-90.05284,350.23,19,0.146503269,TRUE,LA_Orleans,390144,430.1040192,South
275,LA_St. Tammany,22103,Louisiana,LA,3/12/20,5/5/20,55,2.197224577,0.02,0.04732347,0.002181607,0.042679465,0.041814881,0.020807075,0.032567773,0.018529265,0.016210006,0.089860512,0.052822264,-0.01410863,-0.046596384,-0.022525292,0.002361747,-0.024137489,0.032567773,0.041920169,0.009234704,-0.053962488,-0.091236583,0.041098716,0.023719349,0.080023732,0.054403448,-0.008119745,-0.041560922,-0.006049191,-0.028740192,0.034964867,0.001777509,-0.058000451,-0.111419888,1.166128047,0.695984184,1.877759328,0.898499294,1.463472949,22103,LA_St. Tammany ,2010,"St. Tammany Parish, Louisiana",12,30.1,32731,5.51,5.64,80.6,11.3,0.4,1.2,1.7,4.7,12.8,8.8,260419,9.4,0.44,11.5,39.2,14.5,27.3,0.4,10.8,7.9,St. Tammany ,"t. Tammany Parish, Louisiana",LA,"St. Tammany Parish, LA",33674,0.4577,11.44139418,167.827879,30.6,242960,0.794978597,18.1317799,27.8,9.6,14.31840632,30.383308,-89.948329,1124.13,19,0.730874976,TRUE,LA_St. Tammany,260419,89.44540637,South
2988,MA_agg,NA,Massachusetts,MA,3/8/20,5/5/20,59,2.397895273,0.02,0.064170158,0.002145384,0.063393581,0.056628237,0.035724382,0.031795429,0.036888582,0.036656014,0.10300872,0.062931462,0.00547316,-0.0363486,-0.048959469,0.00240536,-0.037588646,0.031795429,0.034621645,-0.000762725,-0.072603297,-0.105993789,0.048773889,0.039241988,0.097928229,0.066016096,0.007477764,-0.026954022,-0.049173088,-0.040347388,0.032047153,-0.004009435,-0.075710228,-0.104261778,1.298098598,0.75540818,2.044677126,1.04175026,1.568705048,NA,NA,NA,NA,8.494075284,35.7121946,27463.67873,6.385187978,4.373078975,88.64729382,2.227618668,0.236748415,2.542560218,2.278629612,4.04885068,16.19878033,7.563387904,384685,11.3354449,0.445024653,13.11743772,39.23656168,18.54050232,22.93639373,0.497698787,8.775576846,9.992252987,Randolph Cou,"andolph County, Alabama",AL,"Randolph County, AL",28440.48173,0.462608717,13.38455484,294.3118923,38.17860055,388795,0.878414074,14.92224164,21.04623439,8.126744428,16.91739863,42.34302022,-72.63075221,3010.9,20,0.262154886,FALSE,MA_agg,384685,49.32996795,North
342,MA_Barnstable,25001,Massachusetts,MA,3/25/20,5/5/20,42,1.945910149,0.02,0.032092118,0.002316989,0.034101416,0.033135791,0.02500333,0.029053707,0.024990684,0.024303831,0.081513598,0.053116144,-0.003258818,-0.03968966,0.013842201,0.002136921,0.02972762,0.029053707,0.080139974,0.056679904,0.00091157,-0.027026494,0.007900557,0.03951512,0.099804288,0.063751178,0.012051434,-0.031825589,0.045737713,0.010990782,0.064923579,0.041774778,-0.017915629,-0.049744601,1.202130581,0.735600115,1.777355371,0.975781049,1.466452356,25001,MA_Barnstable C,2010,"Barnstable County, Massachusetts",5.3,40.5,32711,6.39,5.63,91.4,1.8,0.5,1,3,2.2,8.7,5.6,212990,7.2,0.44,9.8,37.5,19.3,24.9,0.5,11,6.7,Barnstable C,"arnstable County, Massachusetts",MA,"Barnstable County, MA",33037,0.457,8.682556992,428.2500154,40.1,214766,0.910609687,11.93586702,19.9,8.6,27.05968356,41.690216,-70.333968,1305.52,20,0.404140085,TRUE,MA_Barnstable,212990,62.99086858,North
343,MA_Bristol,25005,Massachusetts,MA,3/14/20,5/5/20,53,2.995732274,0.02,0.116798453,0.002018522,0.111541125,0.102676618,0.074074892,0.031655835,0.070676273,0.06931093,0.126267582,0.104688817,0.037851588,0.003203578,-0.01178285,0.00188036,-0.004247607,0.031655835,0.053177506,0.022458834,-0.032531377,-0.062536848,0.116798453,0.074074892,0.126267582,0.104688817,0.037851588,0.003203578,0.000538758,-0.009348911,0.051664113,0.016704009,-0.039006481,-0.062182534,1.691407537,1.024272555,2.36740318,1.317835419,2.066796676,25005,MA_Bristol Coun,2010,"Bristol County, Massachusetts",19.9,24.7,31826,4.59,5.44,85.6,2.9,0.2,1.8,3.5,6,18.6,10.4,565217,11.3,0.44,15.7,33.4,18.2,25.8,0.3,9.2,13.1,Bristol Coun,"ristol County, Massachusetts",MA,"Bristol County, MA",33825,0.4536,12.68224102,518.2992854,25.9,552763,0.842029948,17.31210397,28.3,11.1,15.29841903,41.793219,-71.108301,691.26,20,0.423535602,TRUE,MA_Bristol,565217,315.7008138,North
147,MA_Essex,25009,Massachusetts,MA,3/9/20,5/5/20,58,3.737669618,0.020041245,0.156499797,0.001984227,0.150731447,0.147047022,0.131479808,0.027411413,0.129326639,0.125948857,0.183819586,0.156503949,0.104188592,0.070696596,-0.057062433,0.00165383,-0.046198408,0.027411413,-0.007371768,-0.022696217,-0.068377283,-0.095260361,0.148362894,0.136819251,0.183140578,0.158059925,0.112249916,0.088643497,-0.071201194,-0.050999244,-0.011198574,-0.029254802,-0.075043015,-0.099046975,2.444732523,1.653450969,3.330614619,2.060191899,2.842812052,25009,MA_Essex County,2010,"Essex County, Massachusetts",11.8,36.1,36395,5.95,6.37,76,2.6,0.1,3.1,1.6,16.5,13.6,9.4,789034,10.1,0.47,13.3,40.7,16.3,25.3,0.3,7,10.4,Essex County,"ssex County, Massachusetts",MA,"Essex County, MA",37196,0.4769,11.42369182,382.174658,37.5,763849,0.735977922,14.62364933,25.5,10.3,15.16831206,42.62479,-70.987816,828.69,20,0.358850969,TRUE,MA_Essex,789034,367.6254188,North
402,MA_Hampden,25013,Massachusetts,MA,3/8/20,5/5/20,59,3.295836866,0.022441718,0.13010605,0.0028458,0.128022675,0.125092117,0.119711177,0.032429555,0.116530467,0.113042258,0.186322578,0.148224187,0.084360992,0.03919297,-0.038442277,0.002173582,-0.04164351,0.032429555,0.016505714,-0.01491752,-0.069409931,-0.110927679,0.144090376,0.129658403,0.187733734,0.157558762,0.097181619,0.055076068,-0.022325222,-0.05402663,0.010224408,-0.025868228,-0.086529599,-0.114172422,2.272776122,1.330401586,3.378222418,1.811130253,2.706088857,25013,MA_Hampden Coun,2010,"Hampden County, Massachusetts",16.8,23.8,30775,4.65,5.21,67.7,7.7,0.2,1.9,1.6,20.9,30.9,11.2,466372,17.2,0.46,26.5,33.4,19.2,25.5,0.3,7.4,14.3,Hampden Coun,"ampden County, Massachusetts",MA,"Hampden County, MA",31458,0.4677,17.46783753,604.9054275,25.8,468041,0.653707688,18.19831852,27.5,11.1,14.93501638,42.125927,-72.575325,634.17,20,0.387387565,TRUE,MA_Hampden,466372,283.9413793,North
44,MA_Middlesex,25017,Massachusetts,MA,3/8/20,5/5/20,59,4.262679877,0.022716622,0.126720876,0.002893243,0.133425284,0.127515228,0.152454622,0.031026148,0.152135677,0.151021973,0.216892216,0.178559994,0.122306614,0.075060332,-0.041542054,0.001866707,-0.042107512,0.031026148,0.012589864,-0.019594827,-0.065633071,-0.096640465,0.168690076,0.175020903,0.221258318,0.200696532,0.14779617,0.11100815,-0.015278701,-0.045140125,0.010323218,-0.016603995,-0.072069736,-0.117005448,2.775315339,1.702605195,4.000972773,2.309886083,3.23219496,25017,MA_Middlesex Co,2010,"Middlesex County, Massachusetts",8.4,49.3,40704,7.25,7.15,76.5,4.4,0.1,9.3,3.2,6.5,8.5,8,1611699,7.6,0.46,8,51.5,13.7,21.9,0.1,5.9,6.8,Middlesex Co,"iddlesex County, Massachusetts",MA,"Middlesex County, MA",43121,0.4734,8.327191354,206.5507847,52,1556116,0.747333746,11.84381975,22.6,8.3,13.73374479,42.448546,-71.255223,847.63,20,0.280336057,TRUE,MA_Middlesex,1611699,734.1410861,North
31,MA_Norfolk,25021,Massachusetts,MA,3/8/20,5/5/20,59,3.583518938,0.024042425,0.123697154,0.002840138,0.128961474,0.134180843,0.140156953,0.033984049,0.138021141,0.134597249,0.202628104,0.174118192,0.105447848,0.059260092,-0.015650234,0.002528759,-0.041629314,0.033984049,0.021921505,-0.008123986,-0.071104575,-0.108959376,0.134560079,0.168406648,0.231033351,0.200140672,0.139404592,0.08405719,-0.055625497,-0.057157465,0.005369685,-0.029538125,-0.085043127,-0.114969418,2.577677111,1.529829724,3.700753878,2.076849463,3.150771138,25021,MA_Norfolk Coun,2010,"Norfolk County, Massachusetts",6.9,47.4,43089,7.28,7.54,80.3,5.4,0.1,8.6,2.3,3.3,7.3,6.9,706775,6.2,0.47,6.3,49.8,13.1,24.9,0.1,6.3,5.9,Norfolk Coun,"orfolk County, Massachusetts",MA,"Norfolk County, MA",46897,0.4751,6.597525424,193.1012826,50.6,687721,0.781222327,11.76766086,20.5,8.6,15.3505564,42.202695,-71.14756,443.97,20,0.331127165,TRUE,MA_Norfolk,706775,614.6522378,North
403,MA_Plymouth,25023,Massachusetts,MA,3/13/20,5/5/20,54,3.044522438,0.02,0.125557008,0.001976573,0.128879084,0.124182,0.100592167,0.028173019,0.095972254,0.092314818,0.160524499,0.128237794,0.075425421,0.039571378,-0.01303953,0.001910587,-0.0229766,0.028173019,0.022510133,0.003050159,-0.051289407,-0.072148382,0.125557008,0.100592167,0.160524499,0.128237794,0.075425421,0.039571378,0.007916239,-0.048432087,-0.006479129,-0.026102792,-0.072618524,-0.099946878,2.013179195,1.333963469,2.911035691,1.706768238,2.396412859,25023,MA_Plymouth Cou,2010,"Plymouth County, Massachusetts",8.2,32.5,37155,5.95,6.51,83.9,6.9,0.2,1.2,4.7,3.2,9.8,7,521202,7,0.43,8.3,37.4,16.3,27.2,0.3,9.5,9.3,Plymouth Cou,"lymouth County, Massachusetts",MA,"Plymouth County, MA",37894,0.4468,8.187244967,404.3547914,34.4,503681,0.829497241,16.17904969,27.8,10.7,15.61960844,42.023962,-70.853689,1093.48,20,0.432315458,TRUE,MA_Plymouth,521202,184.0336087,North
7,MA_Suffolk,25025,Massachusetts,MA,3/9/20,5/5/20,58,3.555348061,0.021549847,0.170099341,0.002330218,0.166474937,0.160780081,0.152611972,0.031700853,0.149064452,0.145034741,0.209244434,0.181470699,0.122488515,0.079384509,-0.038390766,0.002176817,-0.046951859,0.031700853,0.013781197,-0.020680902,-0.0768597,-0.105544821,0.180171414,0.152718091,0.209887936,0.181880803,0.122775268,0.081300288,-0.045989308,-0.075431315,-0.027175744,-0.049956085,-0.100673802,-0.135052021,2.77791553,1.75241938,3.837876534,2.312504036,3.286391086,25025,MA_Suffolk Coun,2010,"Suffolk County, Massachusetts",16.9,38.9,31143,5.57,5.29,48.1,19.8,0.2,8.2,3.9,19.9,27.3,19.1,803907,20.6,0.52,28.1,42.3,21.9,23.4,0.1,4.9,7.4,Suffolk Coun,"uffolk County, Massachusetts",MA,"Suffolk County, MA",33082,0.5327,20.73302031,815.1601798,41.7,758919,0.464732073,14.10815602,21.3,7.5,10.80286565,42.334806,-71.078632,120.07,20,0.163311643,TRUE,MA_Suffolk,803907,2585.075385,North
103,MA_Worcester,25027,Massachusetts,MA,3/11/20,5/5/20,56,3.555348061,0.02,0.115383628,0.002185515,0.109945107,0.110413718,0.104636847,0.028213435,0.100310138,0.097328618,0.161291667,0.129671243,0.075984129,0.048377363,0.002703012,0.001879763,0.002618377,0.028213435,0.06135277,0.02819515,-0.026637369,-0.044449208,0.10970118,0.107020898,0.157244182,0.131590354,0.081037985,0.055913046,0.005167767,-0.001878826,0.058350418,0.025070306,-0.030614048,-0.059222155,2.066109732,1.418982484,2.924191172,1.713154288,2.41768745,25027,MA_Worcester Co,2010,"Worcester County, Massachusetts",11.4,32.9,35937,5.83,6.28,80.7,3.6,0.2,4,2.1,9.4,14.1,9,830622,9.5,0.43,12.1,39.8,16.3,24.5,0.2,7.8,11.4,Worcester Co,"orcester County, Massachusetts",MA,"Worcester County, MA",36925,0.4496,11.75865004,435.1813242,34.4,810935,0.790391338,17.15690994,27,9.7,13.71996523,42.303704,-71.805321,1579.11,20,0.410945909,TRUE,MA_Worcester,830622,203.0920665,North
3002,MD_agg,NA,Maryland,MD,3/10/20,5/5/20,57,4.753590191,0.020057719,0.11277199,0.002329451,0.114798714,0.113987613,0.091764519,0.029188622,0.087645672,0.084330583,0.14311898,0.120828644,0.05941913,0.031075076,NA,NA,-0.055471752,0.029188622,0.007328705,-0.028762067,-0.083284771,-0.125736918,0.09585444,0.094278035,0.143489867,0.121503925,0.065984592,0.038656311,NA,-0.060198873,-0.000783072,-0.032719457,-0.087028953,-0.135511502,1.901260337,1.255768632,2.624281513,1.531498076,2.288697997,NA,NA,NA,NA,10.72296488,31.65359197,39518.55186,5.50137714,6.747242936,74.87610389,14.36980403,0.239097005,3.865808773,2.391084951,4.251757653,11.66214246,6.644494966,2085571,7.230076269,0.399769613,9.326299915,41.15624846,15.07958765,24.44429053,0.435269195,9.98593427,8.918304799,Wilcox Count,"ilcox County, Alabama",AL,"Wilcox County, AL",41119.24359,0.411324637,9.066122389,281.1852193,33.97879906,2019170,0.732538122,13.74309042,29.87043652,10.30745846,14.14244467,39.13943696,-76.78156509,10039.72,21,0.51870412,FALSE,MD_agg,2085571,80.20571066,North
278,MD_Anne Arundel,24003,Maryland,MD,3/16/20,5/5/20,51,2.079441542,0.02,0.053626269,0.002057614,0.059661991,0.056387903,0.041147072,0.030073899,0.039334379,0.038019201,0.088229655,0.069839416,0.013523296,-0.031458388,-0.065663049,0.002291987,-0.049691954,0.030073899,0.017231615,-0.021540489,-0.079553659,-0.114407731,0.048907049,0.041270692,0.087787416,0.071465001,0.013720598,-0.029355054,-0.058311966,-0.053639669,0.022537737,-0.026476387,-0.084624326,-0.112104155,1.348875562,0.785175507,1.857807633,1.10566162,1.643925822,24003,MD_Anne Arundel,2010,"Anne Arundel County, Maryland",10,35.7,42805,5.56,7.5,72.4,15.2,0.3,3.4,2.6,6.1,7.1,5.5,579234,5.3,0.41,6.9,43.6,13.7,26.1,0.2,9.3,7.2,Anne Arundel,"nne Arundel County, Maryland",MD,"Anne Arundel County, MD",45641,0.4162,5.854310677,459.778394,38.3,555280,0.706749748,14.02604405,29.1,9.3,13.0010085,39.067301,-76.598917,587.91,21,0.453208482,TRUE,MD_Anne Arundel,579234,380.4040321,North
180,MD_Baltimore,24005,Maryland,MD,3/15/20,5/5/20,52,2.833213344,0.02,0.048634584,0.002067678,0.041931716,0.038896549,0.04483908,0.030820391,0.044570558,0.044224909,0.107742419,0.073970136,0.014575971,-0.029136722,0.004146433,0.001826995,0.005904515,0.030820391,0.05512569,0.034405795,-0.021951958,-0.060466211,0.036712335,0.053886885,0.106976481,0.079884209,0.025129962,-0.004363605,0.011351744,0.003292027,0.057667267,0.032094863,-0.028835285,-0.061275215,1.384327311,0.799635172,2.107466203,1.114243589,1.690220533,24005,MD_Baltimore Co,2010,"Baltimore County, Maryland",11.2,35.2,37567,5.7,6.59,62.7,25.7,0.3,5,2.2,4.2,11.9,7.6,827370,8.1,0.44,10.1,42,15.1,26.7,0.1,7.4,8.7,Baltimore Co,"altimore County, Maryland",MD,"Baltimore County, MD",40213,0.4463,9.407106938,504.0806724,36.6,822959,0.602632695,12.72398051,28.8,10.4,15.43017331,39.369252,-76.620366,682.08,21,0.38260529,TRUE,MD_Baltimore,827370,468.3455164,North
